endpoint_id,endpoint,method,day,call_count,auth_fail_rate,p95_latency_ms,lifecycle_state,is_zombie,is_shadow,anomaly
1,/v1/cards/{cardId}/freeze,POST,11,45,0.1087,750.6,orphaned,0,0,0
1,/v1/cards/{cardId}/freeze,POST,12,26,0.1813,589.6,orphaned,0,0,0
1,/v1/cards/{cardId}/freeze,POST,13,31,0.1194,489.7,orphaned,0,0,0
1,/v1/cards/{cardId}/freeze,POST,14,2,0.1518,621.7,orphaned,0,0,0
1,/v1/cards/{cardId}/freeze,POST,15,20,0.0402,808.8,orphaned,0,0,0
1,/v1/cards/{cardId}/freeze,POST,16,12,0.1068,1123.5,orphaned,0,0,0
1,/v1/cards/{cardId}/freeze,POST,17,34,0.1768,901.8,orphaned,0,0,0
1,/v1/cards/{cardId}/freeze,POST,18,31,0.0938,802.6,orphaned,0,0,0
1,/v1/cards/{cardId}/freeze,POST,19,31,0.1667,608.6,orphaned,0,0,0
1,/v1/cards/{cardId}/freeze,POST,20,28,0.1246,846.5,orphaned,0,0,0
1,/v1/cards/{cardId}/freeze,POST,21,43,0.1995,530.7,orphaned,0,0,0
1,/v1/cards/{cardId}/freeze,POST,22,20,0.2129,666.4,orphaned,0,0,0
1,/v1/cards/{cardId}/freeze,POST,23,32,0.1589,834.1,orphaned,0,0,0
1,/v1/cards/{cardId}/freeze,POST,24,38,0.1493,721.4,orphaned,0,0,0
1,/v1/cards/{cardId}/freeze,POST,25,31,0.152,467.1,orphaned,0,0,0
1,/v1/cards/{cardId}/freeze,POST,26,32,0.1489,293.4,orphaned,0,0,0
1,/v1/cards/{cardId}/freeze,POST,27,24,0.2096,700.3,orphaned,0,0,0
1,/v1/cards/{cardId}/freeze,POST,28,29,0.2752,626.9,orphaned,0,0,0
1,/v1/cards/{cardId}/freeze,POST,29,40,0.0833,786.0,orphaned,0,0,0
2,/v1/upi/mandate,GET,0,971,0.0365,275.5,deprecated,0,0,0
2,/v1/upi/mandate,GET,1,1032,0.0153,211.2,deprecated,0,0,0
2,/v1/upi/mandate,GET,2,977,0.0333,218.0,deprecated,0,0,0
2,/v1/upi/mandate,GET,3,955,0.0379,213.4,deprecated,0,0,0
2,/v1/upi/mandate,GET,4,909,0.0265,289.4,deprecated,0,0,0
2,/v1/upi/mandate,GET,5,861,0.0214,242.9,deprecated,0,0,0
2,/v1/upi/mandate,GET,6,798,0.0277,258.8,deprecated,0,0,0
2,/v1/upi/mandate,GET,7,760,0.0201,236.3,deprecated,0,0,0
2,/v1/upi/mandate,GET,8,727,0.0273,250.1,deprecated,0,0,0
2,/v1/upi/mandate,GET,9,760,0.0428,294.0,deprecated,0,0,0
2,/v1/upi/mandate,GET,10,646,0.0336,216.0,deprecated,0,0,0
2,/v1/upi/mandate,GET,11,716,0.0315,286.0,deprecated,0,0,0
2,/v1/upi/mandate,GET,12,671,0.0067,262.6,deprecated,0,0,0
2,/v1/upi/mandate,GET,13,780,0.0181,244.3,deprecated,0,0,0
2,/v1/upi/mandate,GET,14,432,0.0239,243.5,deprecated,0,0,0
2,/v1/upi/mandate,GET,15,665,0.0314,202.9,deprecated,0,0,0
2,/v1/upi/mandate,GET,16,591,0.0314,266.3,deprecated,0,0,0
2,/v1/upi/mandate,GET,17,575,0.0188,251.2,deprecated,0,0,0
2,/v1/upi/mandate,GET,18,477,0.0351,276.1,deprecated,0,0,0
2,/v1/upi/mandate,GET,19,512,0.0105,262.9,deprecated,0,0,0
2,/v1/upi/mandate,GET,20,402,0.0195,271.0,deprecated,0,0,0
2,/v1/upi/mandate,GET,21,404,0.0222,206.6,deprecated,0,0,0
2,/v1/upi/mandate,GET,22,409,0.0315,267.8,deprecated,0,0,0
2,/v1/upi/mandate,GET,23,398,0.0351,240.1,deprecated,0,0,0
2,/v1/upi/mandate,GET,24,225,0.0334,314.6,deprecated,0,0,0
2,/v1/upi/mandate,GET,25,229,0.0136,238.9,deprecated,0,0,0
2,/v1/upi/mandate,GET,26,331,0.0221,271.0,deprecated,0,0,0
2,/v1/upi/mandate,GET,27,220,0.0294,252.1,deprecated,0,0,0
2,/v1/upi/mandate,GET,28,213,0.0197,232.8,deprecated,0,0,0
2,/v1/upi/mandate,GET,29,226,0.0254,233.0,deprecated,0,0,0
3,/v1/beneficiaries,GET,0,4360,0.008,124.2,active,0,0,1
3,/v1/beneficiaries,GET,1,4217,0.008,140.1,active,0,0,1
3,/v1/beneficiaries,GET,2,4046,0.0122,133.8,active,0,0,1
3,/v1/beneficiaries,GET,3,4045,0.0127,127.4,active,0,0,1
3,/v1/beneficiaries,GET,4,4346,0.0142,109.9,active,0,0,1
3,/v1/beneficiaries,GET,5,4377,0.0106,114.5,active,0,0,1
3,/v1/beneficiaries,GET,6,4138,0.0076,78.5,active,0,0,1
3,/v1/beneficiaries,GET,7,4027,0.0053,135.7,active,0,0,1
3,/v1/beneficiaries,GET,8,4150,0.0,114.1,active,0,0,1
3,/v1/beneficiaries,GET,9,4275,0.0087,100.9,active,0,0,1
3,/v1/beneficiaries,GET,10,3890,0.0049,59.9,active,0,0,1
3,/v1/beneficiaries,GET,11,4078,0.0042,125.4,active,0,0,1
3,/v1/beneficiaries,GET,12,3858,0.0067,124.8,active,0,0,1
3,/v1/beneficiaries,GET,13,4448,0.0158,163.9,active,0,0,1
3,/v1/beneficiaries,GET,14,3985,0.0092,95.1,active,0,0,1
3,/v1/beneficiaries,GET,15,4052,0.0106,125.1,active,0,0,1
3,/v1/beneficiaries,GET,16,3944,0.0069,122.7,active,0,0,1
3,/v1/beneficiaries,GET,17,4016,0.0163,116.7,active,0,0,1
3,/v1/beneficiaries,GET,18,3901,0.0131,104.9,active,0,0,1
3,/v1/beneficiaries,GET,19,12042,0.0023,129.4,active,0,0,1
3,/v1/beneficiaries,GET,20,12997,0.0151,120.7,active,0,0,1
3,/v1/beneficiaries,GET,21,12690,0.0031,134.9,active,0,0,1
3,/v1/beneficiaries,GET,22,12085,0.0129,120.0,active,0,0,1
3,/v1/beneficiaries,GET,23,13302,0.0116,98.9,active,0,0,1
3,/v1/beneficiaries,GET,24,12631,0.0124,123.7,active,0,0,1
3,/v1/beneficiaries,GET,25,11424,0.009,106.0,active,0,0,1
3,/v1/beneficiaries,GET,26,12546,0.0102,111.6,active,0,0,1
3,/v1/beneficiaries,GET,27,12657,0.0114,130.3,active,0,0,1
3,/v1/beneficiaries,GET,28,11781,0.012,101.2,active,0,0,1
3,/v1/beneficiaries,GET,29,13289,0.0094,123.3,active,0,0,1
4,/v1/kyc/pan,POST,0,4027,0.0074,113.1,active,0,0,0
4,/v1/kyc/pan,POST,1,4757,0.0129,121.1,active,0,0,0
4,/v1/kyc/pan,POST,2,4405,0.0115,131.4,active,0,0,0
4,/v1/kyc/pan,POST,3,4470,0.0049,103.2,active,0,0,0
4,/v1/kyc/pan,POST,4,4567,0.0046,133.3,active,0,0,0
4,/v1/kyc/pan,POST,5,4742,0.0106,136.0,active,0,0,0
4,/v1/kyc/pan,POST,6,4293,0.0193,112.2,active,0,0,0
4,/v1/kyc/pan,POST,7,4787,0.0153,163.5,active,0,0,0
4,/v1/kyc/pan,POST,8,4451,0.013,148.3,active,0,0,0
4,/v1/kyc/pan,POST,9,4282,0.0047,94.5,active,0,0,0
4,/v1/kyc/pan,POST,10,4486,0.0059,135.3,active,0,0,0
4,/v1/kyc/pan,POST,11,4319,0.0133,131.3,active,0,0,0
4,/v1/kyc/pan,POST,12,4439,0.014,103.8,active,0,0,0
4,/v1/kyc/pan,POST,13,4797,0.006,127.7,active,0,0,0
4,/v1/kyc/pan,POST,14,4040,0.0092,112.9,active,0,0,0
4,/v1/kyc/pan,POST,15,4476,0.0058,133.4,active,0,0,0
4,/v1/kyc/pan,POST,16,4458,0.0071,105.4,active,0,0,0
4,/v1/kyc/pan,POST,17,4391,0.015,105.2,active,0,0,0
4,/v1/kyc/pan,POST,18,4358,0.0086,148.3,active,0,0,0
4,/v1/kyc/pan,POST,19,4613,0.0054,120.6,active,0,0,0
4,/v1/kyc/pan,POST,20,4326,0.0026,131.6,active,0,0,0
4,/v1/kyc/pan,POST,21,3816,0.0093,134.8,active,0,0,0
4,/v1/kyc/pan,POST,22,4125,0.0085,118.0,active,0,0,0
4,/v1/kyc/pan,POST,23,4392,0.0172,113.7,active,0,0,0
4,/v1/kyc/pan,POST,24,4663,0.0057,127.7,active,0,0,0
4,/v1/kyc/pan,POST,25,4585,0.0052,146.8,active,0,0,0
4,/v1/kyc/pan,POST,26,3980,0.0131,122.4,active,0,0,0
4,/v1/kyc/pan,POST,27,4585,0.0111,126.4,active,0,0,0
4,/v1/kyc/pan,POST,28,4485,0.01,117.3,active,0,0,0
4,/v1/kyc/pan,POST,29,4344,0.0108,125.2,active,0,0,0
5,/v1/accounts/{accountId}/transactions,GET,0,1189,0.0183,212.1,deprecated,0,0,0
5,/v1/accounts/{accountId}/transactions,GET,1,1205,0.0448,259.6,deprecated,0,0,0
5,/v1/accounts/{accountId}/transactions,GET,2,1175,0.016,277.8,deprecated,0,0,0
5,/v1/accounts/{accountId}/transactions,GET,3,1087,0.0323,283.4,deprecated,0,0,0
5,/v1/accounts/{accountId}/transactions,GET,4,1086,0.0285,275.7,deprecated,0,0,0
5,/v1/accounts/{accountId}/transactions,GET,5,957,0.0497,271.1,deprecated,0,0,0
5,/v1/accounts/{accountId}/transactions,GET,6,1064,0.0119,208.9,deprecated,0,0,0
5,/v1/accounts/{accountId}/transactions,GET,7,873,0.0213,282.5,deprecated,0,0,0
5,/v1/accounts/{accountId}/transactions,GET,8,984,0.0289,179.0,deprecated,0,0,0
5,/v1/accounts/{accountId}/transactions,GET,9,852,0.0354,274.1,deprecated,0,0,0
5,/v1/accounts/{accountId}/transactions,GET,10,880,0.037,231.3,deprecated,0,0,0
5,/v1/accounts/{accountId}/transactions,GET,11,787,0.0372,290.8,deprecated,0,0,0
5,/v1/accounts/{accountId}/transactions,GET,12,797,0.0277,249.1,deprecated,0,0,0
5,/v1/accounts/{accountId}/transactions,GET,13,673,0.0097,330.5,deprecated,0,0,0
5,/v1/accounts/{accountId}/transactions,GET,14,852,0.032,235.2,deprecated,0,0,0
5,/v1/accounts/{accountId}/transactions,GET,15,621,0.031,237.6,deprecated,0,0,0
5,/v1/accounts/{accountId}/transactions,GET,16,697,0.0417,237.0,deprecated,0,0,0
5,/v1/accounts/{accountId}/transactions,GET,17,633,0.0207,247.4,deprecated,0,0,0
5,/v1/accounts/{accountId}/transactions,GET,18,738,0.0519,275.1,deprecated,0,0,0
5,/v1/accounts/{accountId}/transactions,GET,19,528,0.0297,206.1,deprecated,0,0,0
5,/v1/accounts/{accountId}/transactions,GET,20,557,0.0301,209.5,deprecated,0,0,0
5,/v1/accounts/{accountId}/transactions,GET,21,492,0.0272,236.8,deprecated,0,0,0
5,/v1/accounts/{accountId}/transactions,GET,22,454,0.0503,214.3,deprecated,0,0,0
5,/v1/accounts/{accountId}/transactions,GET,23,456,0.0399,217.0,deprecated,0,0,0
5,/v1/accounts/{accountId}/transactions,GET,24,354,0.0243,294.7,deprecated,0,0,0
5,/v1/accounts/{accountId}/transactions,GET,25,292,0.0241,227.5,deprecated,0,0,0
5,/v1/accounts/{accountId}/transactions,GET,26,317,0.0255,261.4,deprecated,0,0,0
5,/v1/accounts/{accountId}/transactions,GET,27,259,0.0434,264.4,deprecated,0,0,0
5,/v1/accounts/{accountId}/transactions,GET,28,300,0.0361,251.8,deprecated,0,0,0
5,/v1/accounts/{accountId}/transactions,GET,29,186,0.0319,240.9,deprecated,0,0,0
6,/v1/upi/pay,GET,0,3160,0.0126,108.6,active,0,0,0
6,/v1/upi/pay,GET,1,3115,0.007,93.6,active,0,0,0
6,/v1/upi/pay,GET,2,2965,0.0155,121.8,active,0,0,0
6,/v1/upi/pay,GET,3,3138,0.0119,113.0,active,0,0,0
6,/v1/upi/pay,GET,4,3134,0.005,118.1,active,0,0,0
6,/v1/upi/pay,GET,5,3310,0.0074,118.2,active,0,0,0
6,/v1/upi/pay,GET,6,2951,0.0096,129.9,active,0,0,0
6,/v1/upi/pay,GET,7,2882,0.0205,101.9,active,0,0,0
6,/v1/upi/pay,GET,8,2852,0.0167,115.6,active,0,0,0
6,/v1/upi/pay,GET,9,2927,0.0134,108.7,active,0,0,0
6,/v1/upi/pay,GET,10,3097,0.0009,110.2,active,0,0,0
6,/v1/upi/pay,GET,11,3135,0.0104,113.7,active,0,0,0
6,/v1/upi/pay,GET,12,2999,0.0107,119.1,active,0,0,0
6,/v1/upi/pay,GET,13,3070,0.0108,129.9,active,0,0,0
6,/v1/upi/pay,GET,14,2827,0.0079,106.4,active,0,0,0
6,/v1/upi/pay,GET,15,3284,0.0036,120.8,active,0,0,0
6,/v1/upi/pay,GET,16,2952,0.0104,123.2,active,0,0,0
6,/v1/upi/pay,GET,17,2630,0.0085,101.3,active,0,0,0
6,/v1/upi/pay,GET,18,2830,0.0081,107.0,active,0,0,0
6,/v1/upi/pay,GET,19,3099,0.0106,103.3,active,0,0,0
6,/v1/upi/pay,GET,20,3027,0.0128,135.2,active,0,0,0
6,/v1/upi/pay,GET,21,3167,0.0135,120.3,active,0,0,0
6,/v1/upi/pay,GET,22,3141,0.0152,93.8,active,0,0,0
6,/v1/upi/pay,GET,23,3058,0.0029,128.1,active,0,0,0
6,/v1/upi/pay,GET,24,2799,0.0094,100.2,active,0,0,0
6,/v1/upi/pay,GET,25,2855,0.0109,116.1,active,0,0,0
6,/v1/upi/pay,GET,26,3119,0.0159,118.4,active,0,0,0
6,/v1/upi/pay,GET,27,3110,0.0118,124.0,active,0,0,0
6,/v1/upi/pay,GET,28,2982,0.0137,123.9,active,0,0,0
6,/v1/upi/pay,GET,29,2837,0.008,111.0,active,0,0,0
7,/v1/customers/{customerId}/preferences,GET,0,1622,0.0174,115.6,active,0,0,0
7,/v1/customers/{customerId}/preferences,GET,1,1432,0.0086,146.0,active,0,0,0
7,/v1/customers/{customerId}/preferences,GET,2,1559,0.0125,126.7,active,0,0,0
7,/v1/customers/{customerId}/preferences,GET,3,1417,0.0053,113.3,active,0,0,0
7,/v1/customers/{customerId}/preferences,GET,4,1421,0.0172,116.1,active,0,0,0
7,/v1/customers/{customerId}/preferences,GET,5,1489,0.0062,122.9,active,0,0,0
7,/v1/customers/{customerId}/preferences,GET,6,1469,0.0055,136.5,active,0,0,0
7,/v1/customers/{customerId}/preferences,GET,7,1415,0.0117,110.9,active,0,0,0
7,/v1/customers/{customerId}/preferences,GET,8,1314,0.0057,110.5,active,0,0,0
7,/v1/customers/{customerId}/preferences,GET,9,1541,0.0139,116.7,active,0,0,0
7,/v1/customers/{customerId}/preferences,GET,10,1636,0.0078,121.5,active,0,0,0
7,/v1/customers/{customerId}/preferences,GET,11,1584,0.0121,112.3,active,0,0,0
7,/v1/customers/{customerId}/preferences,GET,12,1427,0.0118,129.0,active,0,0,0
7,/v1/customers/{customerId}/preferences,GET,13,1516,0.0139,126.5,active,0,0,0
7,/v1/customers/{customerId}/preferences,GET,14,1506,0.0021,113.4,active,0,0,0
7,/v1/customers/{customerId}/preferences,GET,15,1498,0.0066,135.3,active,0,0,0
7,/v1/customers/{customerId}/preferences,GET,16,1411,0.0066,126.5,active,0,0,0
7,/v1/customers/{customerId}/preferences,GET,17,1482,0.0103,118.1,active,0,0,0
7,/v1/customers/{customerId}/preferences,GET,18,1399,0.0071,85.8,active,0,0,0
7,/v1/customers/{customerId}/preferences,GET,19,1437,0.0047,139.1,active,0,0,0
7,/v1/customers/{customerId}/preferences,GET,20,1454,0.0063,129.5,active,0,0,0
7,/v1/customers/{customerId}/preferences,GET,21,1576,0.0036,103.5,active,0,0,0
7,/v1/customers/{customerId}/preferences,GET,22,1365,0.0132,103.1,active,0,0,0
7,/v1/customers/{customerId}/preferences,GET,23,1438,0.005,131.0,active,0,0,0
7,/v1/customers/{customerId}/preferences,GET,24,1405,0.0007,106.1,active,0,0,0
7,/v1/customers/{customerId}/preferences,GET,25,1436,0.0114,116.7,active,0,0,0
7,/v1/customers/{customerId}/preferences,GET,26,1455,0.0062,127.0,active,0,0,0
7,/v1/customers/{customerId}/preferences,GET,27,1436,0.0185,101.7,active,0,0,0
7,/v1/customers/{customerId}/preferences,GET,28,1563,0.0084,123.2,active,0,0,0
7,/v1/customers/{customerId}/preferences,GET,29,1534,0.0152,110.2,active,0,0,0
8,/v1/loans/{loanId}/repayment,GET,0,477,0.0341,303.7,deprecated,0,0,0
8,/v1/loans/{loanId}/repayment,GET,1,446,0.0063,302.5,deprecated,0,0,0
8,/v1/loans/{loanId}/repayment,GET,2,419,0.0294,255.8,deprecated,0,0,0
8,/v1/loans/{loanId}/repayment,GET,3,446,0.0249,220.8,deprecated,0,0,0
8,/v1/loans/{loanId}/repayment,GET,4,370,0.0308,260.5,deprecated,0,0,0
8,/v1/loans/{loanId}/repayment,GET,5,413,0.0487,222.9,deprecated,0,0,0
8,/v1/loans/{loanId}/repayment,GET,6,355,0.0352,247.8,deprecated,0,0,0
8,/v1/loans/{loanId}/repayment,GET,7,418,0.0326,291.6,deprecated,0,0,0
8,/v1/loans/{loanId}/repayment,GET,8,381,0.0244,197.0,deprecated,0,0,0
8,/v1/loans/{loanId}/repayment,GET,9,337,0.0395,252.6,deprecated,0,0,0
8,/v1/loans/{loanId}/repayment,GET,10,327,0.0325,275.9,deprecated,0,0,0
8,/v1/loans/{loanId}/repayment,GET,11,310,0.0136,229.4,deprecated,0,0,0
8,/v1/loans/{loanId}/repayment,GET,12,267,0.0301,290.6,deprecated,0,0,0
8,/v1/loans/{loanId}/repayment,GET,13,303,0.0262,273.5,deprecated,0,0,0
8,/v1/loans/{loanId}/repayment,GET,14,254,0.0304,204.2,deprecated,0,0,0
8,/v1/loans/{loanId}/repayment,GET,15,242,0.0283,260.9,deprecated,0,0,0
8,/v1/loans/{loanId}/repayment,GET,16,271,0.0175,254.4,deprecated,0,0,0
8,/v1/loans/{loanId}/repayment,GET,17,221,0.0417,286.4,deprecated,0,0,0
8,/v1/loans/{loanId}/repayment,GET,18,219,0.043,247.7,deprecated,0,0,0
8,/v1/loans/{loanId}/repayment,GET,19,208,0.0295,301.0,deprecated,0,0,0
8,/v1/loans/{loanId}/repayment,GET,20,213,0.03,204.5,deprecated,0,0,0
8,/v1/loans/{loanId}/repayment,GET,21,182,0.0417,191.0,deprecated,0,0,0
8,/v1/loans/{loanId}/repayment,GET,22,190,0.0295,252.8,deprecated,0,0,0
8,/v1/loans/{loanId}/repayment,GET,23,155,0.0397,226.4,deprecated,0,0,0
8,/v1/loans/{loanId}/repayment,GET,24,173,0.0276,283.4,deprecated,0,0,0
8,/v1/loans/{loanId}/repayment,GET,25,151,0.0278,224.6,deprecated,0,0,0
8,/v1/loans/{loanId}/repayment,GET,26,132,0.0164,300.3,deprecated,0,0,0
8,/v1/loans/{loanId}/repayment,GET,27,167,0.0331,175.9,deprecated,0,0,0
8,/v1/loans/{loanId}/repayment,GET,28,81,0.0224,289.9,deprecated,0,0,0
8,/v1/loans/{loanId}/repayment,GET,29,117,0.0271,235.7,deprecated,0,0,0
9,/v2/accounts/{accountId}/balance,GET,0,37,0.1015,892.0,orphaned,0,0,0
9,/v2/accounts/{accountId}/balance,GET,1,39,0.1957,314.8,orphaned,0,0,0
9,/v2/accounts/{accountId}/balance,GET,2,34,0.2346,314.4,orphaned,0,0,0
9,/v2/accounts/{accountId}/balance,GET,3,51,0.1872,746.6,orphaned,0,0,0
9,/v2/accounts/{accountId}/balance,GET,4,25,0.0981,371.8,orphaned,0,0,0
9,/v2/accounts/{accountId}/balance,GET,5,23,0.1464,841.7,orphaned,0,0,0
9,/v2/accounts/{accountId}/balance,GET,6,31,0.1842,640.7,orphaned,0,0,0
9,/v2/accounts/{accountId}/balance,GET,7,30,0.1364,346.6,orphaned,0,0,0
9,/v2/accounts/{accountId}/balance,GET,8,29,0.1032,385.7,orphaned,0,0,0
9,/v2/accounts/{accountId}/balance,GET,9,44,0.2516,705.3,orphaned,0,0,0
9,/v2/accounts/{accountId}/balance,GET,10,18,0.1063,116.6,orphaned,0,0,0
9,/v2/accounts/{accountId}/balance,GET,11,41,0.1921,602.1,orphaned,0,0,0
9,/v2/accounts/{accountId}/balance,GET,12,38,0.1643,666.1,orphaned,0,0,0
9,/v2/accounts/{accountId}/balance,GET,13,33,0.1392,522.7,orphaned,0,0,0
9,/v2/accounts/{accountId}/balance,GET,14,16,0.1585,779.4,orphaned,0,0,0
9,/v2/accounts/{accountId}/balance,GET,15,47,0.0901,568.4,orphaned,0,0,0
9,/v2/accounts/{accountId}/balance,GET,16,38,0.2173,382.0,orphaned,0,0,0
9,/v2/accounts/{accountId}/balance,GET,17,40,0.1689,525.6,orphaned,0,0,0
9,/v2/accounts/{accountId}/balance,GET,18,26,0.1186,652.1,orphaned,0,0,0
9,/v2/accounts/{accountId}/balance,GET,19,39,0.2476,417.0,orphaned,0,0,0
9,/v2/accounts/{accountId}/balance,GET,20,45,0.1342,790.3,orphaned,0,0,0
9,/v2/accounts/{accountId}/balance,GET,21,41,0.1606,707.5,orphaned,0,0,0
9,/v2/accounts/{accountId}/balance,GET,22,41,0.213,423.1,orphaned,0,0,0
9,/v2/accounts/{accountId}/balance,GET,23,44,0.1325,573.8,orphaned,0,0,0
9,/v2/accounts/{accountId}/balance,GET,24,23,0.0294,458.4,orphaned,0,0,0
9,/v2/accounts/{accountId}/balance,GET,25,38,0.1405,472.0,orphaned,0,0,0
9,/v2/accounts/{accountId}/balance,GET,26,34,0.2014,814.7,orphaned,0,0,0
9,/v2/accounts/{accountId}/balance,GET,27,28,0.0992,502.8,orphaned,0,0,0
9,/v2/accounts/{accountId}/balance,GET,28,24,0.1396,369.5,orphaned,0,0,0
9,/v2/accounts/{accountId}/balance,GET,29,34,0.1715,543.6,orphaned,0,0,0
10,/v1/cards/issue,POST,0,12600,0.0538,612.8,orphaned,1,0,0
10,/v1/cards/issue,POST,1,9988,0.0412,409.7,orphaned,1,0,0
10,/v1/cards/issue,POST,2,10735,0.0495,442.9,orphaned,1,0,0
10,/v1/cards/issue,POST,3,11077,0.0479,601.7,orphaned,1,0,0
10,/v1/cards/issue,POST,4,10776,0.0609,647.9,orphaned,1,0,0
10,/v1/cards/issue,POST,5,11792,0.0596,630.1,orphaned,1,0,0
10,/v1/cards/issue,POST,6,9951,0.0533,328.0,orphaned,1,0,0
10,/v1/cards/issue,POST,7,11213,0.0593,497.8,orphaned,1,0,0
10,/v1/cards/issue,POST,8,11650,0.0555,614.7,orphaned,1,0,0
10,/v1/cards/issue,POST,9,12477,0.0561,454.1,orphaned,1,0,0
10,/v1/cards/issue,POST,10,9776,0.0591,617.4,orphaned,1,0,0
10,/v1/cards/issue,POST,11,10798,0.0471,452.7,orphaned,1,0,0
10,/v1/cards/issue,POST,12,11169,0.0476,507.0,orphaned,1,0,0
10,/v1/cards/issue,POST,13,10725,0.0705,409.1,orphaned,1,0,0
10,/v1/cards/issue,POST,14,10054,0.0374,410.0,orphaned,1,0,0
10,/v1/cards/issue,POST,15,9681,0.0275,385.8,orphaned,1,0,0
10,/v1/cards/issue,POST,16,11712,0.0613,455.3,orphaned,1,0,0
10,/v1/cards/issue,POST,17,11407,0.0599,374.9,orphaned,1,0,0
10,/v1/cards/issue,POST,18,11979,0.072,597.1,orphaned,1,0,0
10,/v1/cards/issue,POST,19,10115,0.0516,422.4,orphaned,1,0,0
10,/v1/cards/issue,POST,20,10426,0.0545,484.7,orphaned,1,0,0
10,/v1/cards/issue,POST,21,12419,0.045,428.2,orphaned,1,0,0
10,/v1/cards/issue,POST,22,11699,0.0207,578.7,orphaned,1,0,0
10,/v1/cards/issue,POST,23,11589,0.0461,472.4,orphaned,1,0,0
10,/v1/cards/issue,POST,24,11449,0.066,527.3,orphaned,1,0,0
10,/v1/cards/issue,POST,25,9210,0.0543,478.0,orphaned,1,0,0
