source_file,endpoint,method,version_path,version_spec,service,provider,tags,deprecated,auth_scheme,schemas,schema_count,operation_id
ideal-postcodes.co.uk.json,/keys/{key}/configs,GET,,3.7.0,API Reference - Ideal Postcodes,ideal-postcodes.co.uk,Configs,0,none,ApiKeyParam|BadRequestResponse|ConfigsResponse|UnauthorizedResponse|UserTokenParam,5,ListConfigs
ideal-postcodes.co.uk.json,/keys/{key}/configs,POST,,3.7.0,API Reference - Ideal Postcodes,ideal-postcodes.co.uk,Configs,0,none,ApiKeyParam|BadRequestResponse|ConfigNewParam|ConfigResponse|UnauthorizedResponse|UserTokenParam,6,CreateConfig
ideal-postcodes.co.uk.json,/keys/{key}/configs/{config},DELETE,,3.7.0,API Reference - Ideal Postcodes,ideal-postcodes.co.uk,Configs,0,none,ApiKeyParam|BadRequestResponse|ConfigParam|NotFoundResponse|UnauthorizedResponse|UserTokenParam,6,DeleteConfig
ideal-postcodes.co.uk.json,/keys/{key}/configs/{config},GET,,3.7.0,API Reference - Ideal Postcodes,ideal-postcodes.co.uk,Configs,0,none,ApiKeyParam|BadRequestResponse|ConfigParam|ConfigResponse|NotFoundResponse,5,RetrieveConfig
ideal-postcodes.co.uk.json,/keys/{key}/configs/{config},POST,,3.7.0,API Reference - Ideal Postcodes,ideal-postcodes.co.uk,Configs,0,none,ApiKeyParam|BadRequestResponse|ConfigParam|ConfigResponse|ConfigUpdateParam|NotFoundResponse|UnauthorizedResponse|UserTokenParam,8,UpdateConfig
ideal-postcodes.co.uk.json,/keys/{key}/details,GET,,3.7.0,API Reference - Ideal Postcodes,ideal-postcodes.co.uk,Keys,0,none,ApiKeyDetailsResponse|ApiKeyParam|ErrorResponse|UserTokenParam,4,KeyDetails
ideal-postcodes.co.uk.json,/keys/{key}/licensees,GET,,3.7.0,API Reference - Ideal Postcodes,ideal-postcodes.co.uk,Licensees,0,none,ApiKeyParam|BadRequestResponse|LicenseesResponse|LimitParam|UserTokenParam,5,ListLicensees
ideal-postcodes.co.uk.json,/keys/{key}/licensees,POST,,3.7.0,API Reference - Ideal Postcodes,ideal-postcodes.co.uk,Licensees,0,none,ApiKeyParam|BadRequestResponse|LicenseeEditable|LicenseeResponse|UserTokenParam,5,CreateLicensee
ideal-postcodes.co.uk.json,/keys/{key}/licensees/{licensee},DELETE,,3.7.0,API Reference - Ideal Postcodes,ideal-postcodes.co.uk,Licensees,0,none,ApiKeyParam|BadRequestResponse|LicenseeParam|UserTokenParam,4,DeleteLicensee
ideal-postcodes.co.uk.json,/keys/{key}/licensees/{licensee},GET,,3.7.0,API Reference - Ideal Postcodes,ideal-postcodes.co.uk,Licensees,0,none,ApiKeyParam|BadRequestResponse|LicenseeParam|LicenseeResponse|UserTokenParam,5,RetrieveLicensee
ideal-postcodes.co.uk.json,/keys/{key}/licensees/{licensee},PUT,,3.7.0,API Reference - Ideal Postcodes,ideal-postcodes.co.uk,Licensees,0,none,ApiKeyParam|BadRequestResponse|LicenseeEditable|LicenseeParam|LicenseeResponse|UserTokenParam,6,UpdateLicensee
ideal-postcodes.co.uk.json,/keys/{key}/lookups,GET,,3.7.0,API Reference - Ideal Postcodes,ideal-postcodes.co.uk,Keys,0,none,ApiKeyParam|BadRequestResponse|EndParam|LicenseeParam|StartParam,5,KeyLogs
ideal-postcodes.co.uk.json,/keys/{key}/usage,GET,,3.7.0,API Reference - Ideal Postcodes,ideal-postcodes.co.uk,Keys,0,none,ApiKeyParam|ApiKeyUsageResponse|BadRequestResponse|EndParam|LicenseeParam|StartParam|TagsParam,7,KeyUsage
ideal-postcodes.co.uk.json,/phone_numbers,GET,,3.7.0,API Reference - Ideal Postcodes,ideal-postcodes.co.uk,Phone Numbers,0,none,ApiKeyParam|BadRequestResponse|PhoneNumberResponse,3,PhoneNumberValidation
ideal-postcodes.co.uk.json,/places,GET,,3.7.0,API Reference - Ideal Postcodes,ideal-postcodes.co.uk,Place Search,0,none,ApiKeyParam|BadRequestResponse|BiasCountryIsoParam|BiasIpParam|BiasLonLatParam|CountryIsoParam|PlaceResponse,7,FindPlace
ideal-postcodes.co.uk.json,/places/${place},GET,,3.7.0,API Reference - Ideal Postcodes,ideal-postcodes.co.uk,Place Search,0,none,ApiKeyParam|ErrorResponse|ResolvePlaceResponse,3,ResolvePlace
ideal-postcodes.co.uk.json,/postcodes/{postcode},GET,,3.7.0,API Reference - Ideal Postcodes,ideal-postcodes.co.uk,UK,0,none,ApiKeyParam|BadRequestResponse|FilterParam|PageParam|PostcodeNotFoundResponse|PostcodeResponse|paf_postcode,7,Postcodes
ideal-postcodes.co.uk.json,/udprn/{udprn},GET,,3.7.0,API Reference - Ideal Postcodes,ideal-postcodes.co.uk,UK,0,none,ApiKeyParam|ErrorResponse|FilterParam|UDPRNResponse,4,UDPRN
ideal-postcodes.co.uk.json,/umprn/{umprn},GET,,3.7.0,API Reference - Ideal Postcodes,ideal-postcodes.co.uk,UK,0,none,ApiKeyParam|ErrorResponse|FilterParam|UMPRNResponse,4,UMPRN
googleapis.com_searchads360.json,/v0/customers/{customerId}/customColumns,GET,0,v0,searchads360,googleapis.com,customers,0,oauth2,GoogleAdsSearchads360V0Services__ListCustomColumnsResponse,1,searchads360.customers.customColumns.list
googleapis.com_searchads360.json,/v0/customers/{customerId}/searchAds360:search,POST,0,v0,searchads360,googleapis.com,customers,0,oauth2,GoogleAdsSearchads360V0Services__SearchSearchAds360Request|GoogleAdsSearchads360V0Services__SearchSearchAds360Response,2,searchads360.customers.searchAds360.search
googleapis.com_searchads360.json,/v0/customers/{customerId}/searchAds360:searchStream,POST,0,v0,searchads360,googleapis.com,customers,0,oauth2,GoogleAdsSearchads360V0Services__SearchSearchAds360StreamRequest|GoogleAdsSearchads360V0Services__SearchSearchAds360StreamResponse,2,searchads360.customers.searchAds360.searchStream
googleapis.com_searchads360.json,/v0/searchAds360Fields:search,POST,0,v0,searchads360,googleapis.com,searchAds360Fields,0,oauth2,GoogleAdsSearchads360V0Services__SearchSearchAds360FieldsRequest|GoogleAdsSearchads360V0Services__SearchSearchAds360FieldsResponse,2,searchads360.searchAds360Fields.search
googleapis.com_searchads360.json,/v0/{resourceName},GET,0,v0,searchads360,googleapis.com,searchAds360Fields,0,oauth2,GoogleAdsSearchads360V0Resources__SearchAds360Field,1,searchads360.searchAds360Fields.get
apisetu.gov.in_edistrictandaman.json,/brlcs/certificate,POST,,3.0.0,edistrictandaman,apisetu.gov.in,APIs,0,apiKey,,0,brlcs
apisetu.gov.in_edistrictandaman.json,/dpcer/certificate,POST,,3.0.0,edistrictandaman,apisetu.gov.in,APIs,0,apiKey,,0,dpcer
apisetu.gov.in_edistrictandaman.json,/fmcer/certificate,POST,,3.0.0,edistrictandaman,apisetu.gov.in,APIs,0,apiKey,,0,fmcer
apisetu.gov.in_edistrictandaman.json,/incer/certificate,POST,,3.0.0,edistrictandaman,apisetu.gov.in,APIs,0,apiKey,,0,incer
apisetu.gov.in_edistrictandaman.json,/lccep/certificate,POST,,3.0.0,edistrictandaman,apisetu.gov.in,APIs,0,apiKey,,0,lccep
apisetu.gov.in_edistrictandaman.json,/ndcer/certificate,POST,,3.0.0,edistrictandaman,apisetu.gov.in,APIs,0,apiKey,,0,ndcer
apisetu.gov.in_edistrictandaman.json,/obcer/certificate,POST,,3.0.0,edistrictandaman,apisetu.gov.in,APIs,0,apiKey,,0,obcer
apisetu.gov.in_edistrictandaman.json,/rmcer/certificate,POST,,3.0.0,edistrictandaman,apisetu.gov.in,APIs,0,apiKey,,0,rmcer
apisetu.gov.in_edistrictandaman.json,/rscer/certificate,POST,,3.0.0,edistrictandaman,apisetu.gov.in,APIs,0,apiKey,,0,rscer
apisetu.gov.in_edistrictandaman.json,/rucer/certificate,POST,,3.0.0,edistrictandaman,apisetu.gov.in,APIs,0,apiKey,,0,rucer
apisetu.gov.in_edistrictandaman.json,/sicrd/certificate,POST,,3.0.0,edistrictandaman,apisetu.gov.in,APIs,0,apiKey,,0,sicrd
apisetu.gov.in_edistrictandaman.json,/vlcer/certificate,POST,,3.0.0,edistrictandaman,apisetu.gov.in,APIs,0,apiKey,,0,vlcer
apisetu.gov.in_bharatpetroleum.json,/lpgsv/certificate,POST,,3.0.0,bharatpetroleum,apisetu.gov.in,APIs,0,apiKey,,0,lpgsv
walmart.com_item.json,/v2/feeds,GET,2,3.0.1,item,walmart.com,Version 2,0,none,,0,v2getFeedItemStatus
walmart.com_item.json,/v2/feeds,POST,2,3.0.1,item,walmart.com,Version 2,0,none,,0,v2doPostMultiPart
walmart.com_item.json,/v2/feeds/{feedId},GET,2,3.0.1,item,walmart.com,Version 2,0,none,,0,v2getAllItemsStatus
walmart.com_item.json,/v3/feeds,GET,3,3.0.1,item,walmart.com,Version 3,0,none,,0,v3getFeedItemStatus
walmart.com_item.json,/v3/feeds,POST,3,3.0.1,item,walmart.com,Version 3,0,none,,0,v3doPostMultiPart
walmart.com_item.json,/v3/feeds/{feedId},GET,3,3.0.1,item,walmart.com,Version 3,0,none,,0,v3getAllItemsStatus
azure.com_marketplaceordering-Agreements.json,/providers/Microsoft.MarketplaceOrdering/operations,GET,,2015-06-01,marketplaceordering-Agreements,azure.com,Operations,0,oauth2:implicit,ErrorResponse|OperationListResult,2,Operations_List
azure.com_marketplaceordering-Agreements.json,/subscriptions/{subscriptionId}/providers/Microsoft.MarketplaceOrdering/agreements,GET,,2015-06-01,marketplaceordering-Agreements,azure.com,,0,oauth2:implicit,,0,MarketplaceAgreements_List
azure.com_marketplaceordering-Agreements.json,/subscriptions/{subscriptionId}/providers/Microsoft.MarketplaceOrdering/agreements/{publisherId}/offers/{offerId}/plans/{planId},GET,,2015-06-01,marketplaceordering-Agreements,azure.com,,0,oauth2:implicit,AgreementTerms,1,MarketplaceAgreements_GetAgreement
azure.com_marketplaceordering-Agreements.json,/subscriptions/{subscriptionId}/providers/Microsoft.MarketplaceOrdering/agreements/{publisherId}/offers/{offerId}/plans/{planId}/cancel,POST,,2015-06-01,marketplaceordering-Agreements,azure.com,,0,oauth2:implicit,AgreementTerms|ErrorResponse,2,MarketplaceAgreements_Cancel
azure.com_marketplaceordering-Agreements.json,/subscriptions/{subscriptionId}/providers/Microsoft.MarketplaceOrdering/agreements/{publisherId}/offers/{offerId}/plans/{planId}/sign,POST,,2015-06-01,marketplaceordering-Agreements,azure.com,,0,oauth2:implicit,AgreementTerms|ErrorResponse,2,MarketplaceAgreements_Sign
azure.com_marketplaceordering-Agreements.json,/subscriptions/{subscriptionId}/providers/Microsoft.MarketplaceOrdering/offerTypes/{offerType}/publishers/{publisherId}/offers/{offerId}/plans/{planId}/agreements/current,GET,,2015-06-01,marketplaceordering-Agreements,azure.com,,0,oauth2:implicit,AgreementTerms,1,MarketplaceAgreements_Get
azure.com_marketplaceordering-Agreements.json,/subscriptions/{subscriptionId}/providers/Microsoft.MarketplaceOrdering/offerTypes/{offerType}/publishers/{publisherId}/offers/{offerId}/plans/{planId}/agreements/current,PUT,,2015-06-01,marketplaceordering-Agreements,azure.com,,0,oauth2:implicit,AgreementTerms|ErrorResponse,2,MarketplaceAgreements_Create
stackexchange.com.json,/access-tokens/{accessTokens},GET,,2.0,StackExchange,stackexchange.com,,0,none,access_tokens,1,
stackexchange.com.json,/access-tokens/{accessTokens}/invalidate,GET,,2.0,StackExchange,stackexchange.com,,0,none,access_tokens,1,
stackexchange.com.json,/answers,GET,,2.0,StackExchange,stackexchange.com,,0,none,answers,1,
stackexchange.com.json,/answers/{ids},GET,,2.0,StackExchange,stackexchange.com,,0,none,answers,1,
stackexchange.com.json,/answers/{ids}/comments,GET,,2.0,StackExchange,stackexchange.com,,0,none,comments,1,
stackexchange.com.json,/apps/{accessTokens}/de-authenticate,GET,,2.0,StackExchange,stackexchange.com,,0,none,access_tokens,1,
stackexchange.com.json,/badges,GET,,2.0,StackExchange,stackexchange.com,,0,none,badges,1,
stackexchange.com.json,/badges/name,GET,,2.0,StackExchange,stackexchange.com,,0,none,badges,1,
stackexchange.com.json,/badges/recipients,GET,,2.0,StackExchange,stackexchange.com,,0,none,badges,1,
stackexchange.com.json,/badges/tags,GET,,2.0,StackExchange,stackexchange.com,,0,none,badges,1,
stackexchange.com.json,/badges/{ids},GET,,2.0,StackExchange,stackexchange.com,,0,none,badges,1,
stackexchange.com.json,/badges/{ids}/recipients,GET,,2.0,StackExchange,stackexchange.com,,0,none,badges,1,
stackexchange.com.json,/comments,GET,,2.0,StackExchange,stackexchange.com,,0,none,comments,1,
stackexchange.com.json,/comments/{ids},GET,,2.0,StackExchange,stackexchange.com,,0,none,comments,1,
stackexchange.com.json,/comments/{id}/delete,POST,,2.0,StackExchange,stackexchange.com,,0,none,,0,
stackexchange.com.json,/comments/{id}/edit,POST,,2.0,StackExchange,stackexchange.com,,0,none,created_comment,1,
stackexchange.com.json,/errors,GET,,2.0,StackExchange,stackexchange.com,,0,none,errors,1,
stackexchange.com.json,/errors/{id},GET,,2.0,StackExchange,stackexchange.com,,0,none,error,1,
stackexchange.com.json,/events,GET,,2.0,StackExchange,stackexchange.com,,0,none,events,1,
stackexchange.com.json,/filters/create,GET,,2.0,StackExchange,stackexchange.com,,0,none,single_filter,1,
stackexchange.com.json,/filters/{filters},GET,,2.0,StackExchange,stackexchange.com,,0,none,filters,1,
stackexchange.com.json,/inbox,GET,,2.0,StackExchange,stackexchange.com,,0,none,inbox_items,1,
stackexchange.com.json,/inbox/unread,GET,,2.0,StackExchange,stackexchange.com,,0,none,inbox_items,1,
stackexchange.com.json,/info,GET,,2.0,StackExchange,stackexchange.com,,0,none,info_object,1,
stackexchange.com.json,/me,GET,,2.0,StackExchange,stackexchange.com,,0,none,user,1,
stackexchange.com.json,/me/answers,GET,,2.0,StackExchange,stackexchange.com,,0,none,answers,1,
stackexchange.com.json,/me/associated,GET,,2.0,StackExchange,stackexchange.com,,0,none,network_users,1,
stackexchange.com.json,/me/badges,GET,,2.0,StackExchange,stackexchange.com,,0,none,badges,1,
stackexchange.com.json,/me/comments,GET,,2.0,StackExchange,stackexchange.com,,0,none,comments,1,
stackexchange.com.json,/me/comments/{toId},GET,,2.0,StackExchange,stackexchange.com,,0,none,comments,1,
stackexchange.com.json,/me/favorites,GET,,2.0,StackExchange,stackexchange.com,,0,none,questions,1,
stackexchange.com.json,/me/inbox,GET,,2.0,StackExchange,stackexchange.com,,0,none,inbox_items,1,
stackexchange.com.json,/me/inbox/unread,GET,,2.0,StackExchange,stackexchange.com,,0,none,inbox_items,1,
stackexchange.com.json,/me/mentioned,GET,,2.0,StackExchange,stackexchange.com,,0,none,comments,1,
stackexchange.com.json,/me/merges,GET,,2.0,StackExchange,stackexchange.com,,0,none,account_merge,1,
stackexchange.com.json,/me/notifications,GET,,2.0,StackExchange,stackexchange.com,,0,none,notifications,1,
stackexchange.com.json,/me/notifications/unread,GET,,2.0,StackExchange,stackexchange.com,,0,none,notifications,1,
stackexchange.com.json,/me/privileges,GET,,2.0,StackExchange,stackexchange.com,,0,none,privileges,1,
stackexchange.com.json,/me/questions,GET,,2.0,StackExchange,stackexchange.com,,0,none,questions,1,
stackexchange.com.json,/me/questions/featured,GET,,2.0,StackExchange,stackexchange.com,,0,none,questions,1,
stackexchange.com.json,/me/questions/no-answers,GET,,2.0,StackExchange,stackexchange.com,,0,none,questions,1,
stackexchange.com.json,/me/questions/unaccepted,GET,,2.0,StackExchange,stackexchange.com,,0,none,questions,1,
stackexchange.com.json,/me/questions/unanswered,GET,,2.0,StackExchange,stackexchange.com,,0,none,questions,1,
stackexchange.com.json,/me/reputation,GET,,2.0,StackExchange,stackexchange.com,,0,none,reputation_changes,1,
stackexchange.com.json,/me/reputation-history,GET,,2.0,StackExchange,stackexchange.com,,0,none,reputation_history,1,
stackexchange.com.json,/me/reputation-history/full,GET,,2.0,StackExchange,stackexchange.com,,0,none,reputation_history,1,
stackexchange.com.json,/me/suggested-edits,GET,,2.0,StackExchange,stackexchange.com,,0,none,suggested-edits,1,
stackexchange.com.json,/me/tags,GET,,2.0,StackExchange,stackexchange.com,,0,none,tags,1,
stackexchange.com.json,/me/tags/{tags}/top-answers,GET,,2.0,StackExchange,stackexchange.com,,0,none,answers,1,
stackexchange.com.json,/me/tags/{tags}/top-questions,GET,,2.0,StackExchange,stackexchange.com,,0,none,questions,1,
stackexchange.com.json,/me/timeline,GET,,2.0,StackExchange,stackexchange.com,,0,none,user_timeline_objects,1,
stackexchange.com.json,/me/top-answer-tags,GET,,2.0,StackExchange,stackexchange.com,,0,none,top_tag_objects,1,
stackexchange.com.json,/me/top-question-tags,GET,,2.0,StackExchange,stackexchange.com,,0,none,top_tag_objects,1,
stackexchange.com.json,/me/write-permissions,GET,,2.0,StackExchange,stackexchange.com,,0,none,write_permissions,1,
stackexchange.com.json,/notifications,GET,,2.0,StackExchange,stackexchange.com,,0,none,notifications,1,
stackexchange.com.json,/notifications/unread,GET,,2.0,StackExchange,stackexchange.com,,0,none,notifications,1,
stackexchange.com.json,/posts,GET,,2.0,StackExchange,stackexchange.com,,0,none,posts,1,
stackexchange.com.json,/posts/{ids},GET,,2.0,StackExchange,stackexchange.com,,0,none,posts,1,
stackexchange.com.json,/posts/{ids}/comments,GET,,2.0,StackExchange,stackexchange.com,,0,none,comments,1,
stackexchange.com.json,/posts/{ids}/revisions,GET,,2.0,StackExchange,stackexchange.com,,0,none,revisions,1,
stackexchange.com.json,/posts/{ids}/suggested-edits,GET,,2.0,StackExchange,stackexchange.com,,0,none,suggested-edits,1,
stackexchange.com.json,/posts/{id}/comments/add,POST,,2.0,StackExchange,stackexchange.com,,0,none,created_comment,1,
stackexchange.com.json,/privileges,GET,,2.0,StackExchange,stackexchange.com,,0,none,privileges,1,
stackexchange.com.json,/questions,GET,,2.0,StackExchange,stackexchange.com,,0,none,questions,1,
stackexchange.com.json,/questions/featured,GET,,2.0,StackExchange,stackexchange.com,,0,none,questions,1,
stackexchange.com.json,/questions/no-answers,GET,,2.0,StackExchange,stackexchange.com,,0,none,questions,1,
stackexchange.com.json,/questions/unanswered,GET,,2.0,StackExchange,stackexchange.com,,0,none,questions,1,
stackexchange.com.json,/questions/{ids},GET,,2.0,StackExchange,stackexchange.com,,0,none,questions,1,
stackexchange.com.json,/questions/{ids}/answers,GET,,2.0,StackExchange,stackexchange.com,,0,none,answers,1,
stackexchange.com.json,/questions/{ids}/comments,GET,,2.0,StackExchange,stackexchange.com,,0,none,comments,1,
stackexchange.com.json,/questions/{ids}/linked,GET,,2.0,StackExchange,stackexchange.com,,0,none,questions,1,
stackexchange.com.json,/questions/{ids}/related,GET,,2.0,StackExchange,stackexchange.com,,0,none,questions,1,
stackexchange.com.json,/questions/{ids}/timeline,GET,,2.0,StackExchange,stackexchange.com,,0,none,question_timeline_events,1,
stackexchange.com.json,/revisions/{ids},GET,,2.0,StackExchange,stackexchange.com,,0,none,revisions,1,
stackexchange.com.json,/search,GET,,2.0,StackExchange,stackexchange.com,,0,none,questions,1,
stackexchange.com.json,/search/advanced,GET,,2.0,StackExchange,stackexchange.com,,0,none,questions,1,
stackexchange.com.json,/similar,GET,,2.0,StackExchange,stackexchange.com,,0,none,questions,1,
stackexchange.com.json,/sites,GET,,2.0,StackExchange,stackexchange.com,,0,none,sites,1,
stackexchange.com.json,/suggested-edits,GET,,2.0,StackExchange,stackexchange.com,,0,none,suggested-edits,1,
stackexchange.com.json,/suggested-edits/{ids},GET,,2.0,StackExchange,stackexchange.com,,0,none,suggested-edits,1,
stackexchange.com.json,/tags,GET,,2.0,StackExchange,stackexchange.com,,0,none,tags,1,
stackexchange.com.json,/tags/moderator-only,GET,,2.0,StackExchange,stackexchange.com,,0,none,tags,1,
stackexchange.com.json,/tags/required,GET,,2.0,StackExchange,stackexchange.com,,0,none,tags,1,
stackexchange.com.json,/tags/synonyms,GET,,2.0,StackExchange,stackexchange.com,,0,none,tag_synonyms,1,
stackexchange.com.json,/tags/{tags}/faq,GET,,2.0,StackExchange,stackexchange.com,,0,none,questions,1,
stackexchange.com.json,/tags/{tags}/info,GET,,2.0,StackExchange,stackexchange.com,,0,none,tags,1,
stackexchange.com.json,/tags/{tags}/related,GET,,2.0,StackExchange,stackexchange.com,,0,none,tags,1,
stackexchange.com.json,/tags/{tags}/synonyms,GET,,2.0,StackExchange,stackexchange.com,,0,none,tag_synonyms,1,
stackexchange.com.json,/tags/{tags}/wikis,GET,,2.0,StackExchange,stackexchange.com,,0,none,tag_wikis,1,
stackexchange.com.json,/tags/{tag}/top-answerers/{period},GET,,2.0,StackExchange,stackexchange.com,,0,none,tag_score_objects,1,
stackexchange.com.json,/tags/{tag}/top-askers/{period},GET,,2.0,StackExchange,stackexchange.com,,0,none,tag_score_objects,1,
stackexchange.com.json,/users,GET,,2.0,StackExchange,stackexchange.com,,0,none,users,1,
stackexchange.com.json,/users/moderators,GET,,2.0,StackExchange,stackexchange.com,,0,none,users,1,
stackexchange.com.json,/users/moderators/elected,GET,,2.0,StackExchange,stackexchange.com,,0,none,users,1,
stackexchange.com.json,/users/{ids},GET,,2.0,StackExchange,stackexchange.com,,0,none,users,1,
stackexchange.com.json,/users/{ids}/answers,GET,,2.0,StackExchange,stackexchange.com,,0,none,answers,1,
stackexchange.com.json,/users/{ids}/associated,GET,,2.0,StackExchange,stackexchange.com,,0,none,network_users,1,
stackexchange.com.json,/users/{ids}/badges,GET,,2.0,StackExchange,stackexchange.com,,0,none,badges,1,
stackexchange.com.json,/users/{ids}/comments,GET,,2.0,StackExchange,stackexchange.com,,0,none,comments,1,
stackexchange.com.json,/users/{ids}/comments/{toid},GET,,2.0,StackExchange,stackexchange.com,,0,none,comments,1,
stackexchange.com.json,/users/{ids}/favorites,GET,,2.0,StackExchange,stackexchange.com,,0,none,questions,1,
stackexchange.com.json,/users/{ids}/mentioned,GET,,2.0,StackExchange,stackexchange.com,,0,none,comments,1,
stackexchange.com.json,/users/{ids}/merges,GET,,2.0,StackExchange,stackexchange.com,,0,none,account_merge,1,
stackexchange.com.json,/users/{ids}/questions,GET,,2.0,StackExchange,stackexchange.com,,0,none,questions,1,
stackexchange.com.json,/users/{ids}/questions/featured,GET,,2.0,StackExchange,stackexchange.com,,0,none,questions,1,
stackexchange.com.json,/users/{ids}/questions/no-answers,GET,,2.0,StackExchange,stackexchange.com,,0,none,questions,1,
stackexchange.com.json,/users/{ids}/questions/unaccepted,GET,,2.0,StackExchange,stackexchange.com,,0,none,questions,1,
stackexchange.com.json,/users/{ids}/questions/unanswered,GET,,2.0,StackExchange,stackexchange.com,,0,none,questions,1,
stackexchange.com.json,/users/{ids}/reputation,GET,,2.0,StackExchange,stackexchange.com,,0,none,reputation_changes,1,
stackexchange.com.json,/users/{ids}/reputation-history,GET,,2.0,StackExchange,stackexchange.com,,0,none,reputation_history,1,
stackexchange.com.json,/users/{ids}/suggested-edits,GET,,2.0,StackExchange,stackexchange.com,,0,none,suggested-edits,1,
stackexchange.com.json,/users/{ids}/tags,GET,,2.0,StackExchange,stackexchange.com,,0,none,tags,1,
stackexchange.com.json,/users/{ids}/timeline,GET,,2.0,StackExchange,stackexchange.com,,0,none,user_timeline_objects,1,
stackexchange.com.json,/users/{id}/inbox,GET,,2.0,StackExchange,stackexchange.com,,0,none,inbox_items,1,
stackexchange.com.json,/users/{id}/inbox/unread,GET,,2.0,StackExchange,stackexchange.com,,0,none,inbox_items,1,
stackexchange.com.json,/users/{id}/notifications,GET,,2.0,StackExchange,stackexchange.com,,0,none,notifications,1,
stackexchange.com.json,/users/{id}/notifications/unread,GET,,2.0,StackExchange,stackexchange.com,,0,none,notifications,1,
stackexchange.com.json,/users/{id}/privileges,GET,,2.0,StackExchange,stackexchange.com,,0,none,privileges,1,
stackexchange.com.json,/users/{id}/reputation-history/full,GET,,2.0,StackExchange,stackexchange.com,,0,none,reputation_history,1,
stackexchange.com.json,/users/{id}/tags/{tags}/top-answers,GET,,2.0,StackExchange,stackexchange.com,,0,none,answers,1,
stackexchange.com.json,/users/{id}/tags/{tags}/top-questions,GET,,2.0,StackExchange,stackexchange.com,,0,none,questions,1,
stackexchange.com.json,/users/{id}/top-answer-tags,GET,,2.0,StackExchange,stackexchange.com,,0,none,top_tag_objects,1,
stackexchange.com.json,/users/{id}/top-question-tags,GET,,2.0,StackExchange,stackexchange.com,,0,none,top_tag_objects,1,
stackexchange.com.json,/users/{id}/write-permissions,GET,,2.0,StackExchange,stackexchange.com,,0,none,write_permissions,1,
